id,opened,closed,updated,status,resp_agcy,category,req_type,req_details,address,district,neighborhood,point,source,media_url
4594568,3/21/15 13:18,,3/21/15 13:18,Open,DPW Ops Queue,Graffiti Private Property,Not_Offensive Graffiti on Private Property,Building_other - Not_Offensive,"1134 GRANT AVE, SAN FRANCISCO, CA, 94133",3,Chinatown,"(37.797403876241, -122.406817262833)",Integrated Agency,
4594437,3/21/15 12:33,,3/21/15 12:35,Open,311 HA SR Queue,SFHA Requests,SFHA Priority - Urgent,Plumbers,"780 KIRKWOOD AVE, Apt J, SAN FRANCISCO, CA, 94124",10,Bayview,"(37.729428973531, -122.373770378956)",Voice In,
4594373,3/21/15 12:11,,3/21/15 12:11,Open,DPW Ops Queue,Graffiti Private Property,Not_Offensive Graffiti on Private Property,Building_other - Not_Offensive,"570 OFARRELL ST, SAN FRANCISCO, CA, 94102",6,Downtown/Civic Center,"(37.785793424268, -122.414110450243)",Integrated Agency,
4594364,3/21/15 12:07,,3/21/15 12:53,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of OCTAVIA ST and WALLER ST,8,Western Addition,"(37.7719985405339, -122.423726477492)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/550dc16fdf861c2f469cae52/report.jpg
4594358,3/21/15 12:05,,3/22/15 2:12,Open,DPW Ops Queue,Graffiti Private Property,Offensive Graffiti on Private Property,Sidewalk_in_front_of_property - Offensive,"3533 19TH ST, SAN FRANCISCO, CA, 94110",8,Mission,"(37.759945043806, -122.422187576047)",Voice In,http://mobile311.sfgov.org/media/san_francisco/report/photos/550dab97df861c2f469cad5e/photo_20150321_103405.jpg
4594325,3/21/15 11:54,,3/23/15 5:24,Open,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"1360 STEVENSON ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.7706164514, -122.421765763846)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/550dbe51df861c2f469cae20/report.jpg
4594317,3/21/15 11:48,,3/21/15 11:49,Open,311 HA SR Queue,SFHA Requests,SFHA Priority - Urgent,Plumbers,"1763 EDDY ST, Apt 412, SAN FRANCISCO, CA, 94115",5,Western Addition,"(37.780770278856, -122.436628480302)",Voice In,
4594306,3/21/15 11:39,,3/21/15 11:42,Open,311 HA SR Queue,SFHA Requests,SFHA Priority - Emergency,Plumbers,"228 BLYTHDALE AVE, SAN FRANCISCO, CA, 94134",10,Visitacion Valley,"(37.711141553212, -122.421011586518)",Voice In,
4594270,3/21/15 11:27,,3/22/15 2:20,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Hazardous Materials,Human Waste,"34 CARD ALY, SAN FRANCISCO, CA, 94133",3,Russian Hill,"(37.799152195661, -122.409567957273)",Voice In,
4594237,3/21/15 11:16,,3/21/15 11:18,Open,311 HA SR Queue,SFHA Requests,SFHA Priority - Emergency,Carpenters,"1880 PINE ST, Apt 501, SAN FRANCISCO, CA, 94109",2,Western Addition,"(37.789134368912, -122.426581848415)",Voice In,
4594229,3/21/15 11:13,,3/21/15 11:13,Open,DPW Ops Queue,Graffiti Private Property,Not_Offensive Graffiti on Private Property,Building_other - Not_Offensive,"615 UNION ST, SAN FRANCISCO, CA, 94133",3,North Beach,"(37.800277768589, -122.409485219481)",Integrated Agency,
4594222,3/21/15 11:08,,3/22/15 12:00,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Hazardous Materials,Human Waste,"238 EDDY ST, SAN FRANCISCO, CA, 94102",6,Downtown/Civic Center,"(37.784170022921, -122.411634463683)",Voice In,
4594219,3/21/15 11:07,,3/24/15 3:09,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Hazardous Materials,Human Waste,Intersection of 25TH ST and POPLAR ST,8,Mission,"(37.7504768736502, -122.420985226595)",Voice In,
4594218,3/21/15 11:07,,3/22/15 2:19,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Hazardous Materials,Human Waste,Intersection of LARKIN ST and SACRAMENTO ST,3,Nob Hill,"(37.7917038770735, -122.419221669596)",Open311,
4594186,3/21/15 10:53,,3/21/15 10:55,Open,311 HA SR Queue,SFHA Requests,SFHA Priority - Urgent,Electricians,"BUILDING 1251 TURK STREET, , SAN FRANCISCO, CA, 94115",5,Western Addition,"(37.780353304, -122.4295087)",Voice In,
4594150,3/21/15 10:36,,3/23/15 11:56,Open,SFMTA - Temporary Sign Request Payment Received Queue,Temporary Sign Request,Temporary Sign Request for Moving_residential_property,30 ft zone requested from 03/31/2015 to 03/31/2015,"770 OAK ST, SAN FRANCISCO, CA, 94117",5,Western Addition,"(37.773938861302, -122.43192565805)",Voice In,
4594104,3/21/15 10:23,,3/22/15 9:00,Open,DPW Ops Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Other_enter_additional_details_below - Offensive,"595 DOLORES ST, SAN FRANCISCO, CA, 94110",8,Mission,"(37.759989152804, -122.42569255641)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/550da916df861c2f469cad0a/photo_20150321_102308.jpg
4594102,3/21/15 10:22,,3/30/15 12:00,Open,DPW BSM Queue,Graffiti Private Property,Not_Offensive Graffiti on Private Property,Building_other - Not_Offensive,"595 DOLORES ST, SAN FRANCISCO, CA, 94110",8,Mission,"(37.759989152804, -122.42569255641)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/550da8e9df861c2f469cad00/photo_20150321_102226.jpg
4594100,3/21/15 10:22,,3/22/15 9:00,Open,DPW Ops Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Pole - Offensive,"595 DOLORES ST, SAN FRANCISCO, CA, 94110",8,Mission,"(37.759989152804, -122.42569255641)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/550da8bedf861c2f469cacf6/photo_20150321_102134.jpg
4594081,3/21/15 10:17,,3/30/15 12:00,Open,DPW BSM Queue,Blocked Street or SideWalk,Blocked_Parking_Space_or_Strip,Construction_equipment blocking parking space,"606 PRECITA AVE, SAN FRANCISCO, CA, 94110",9,Bernal Heights,"(37.747601630075, -122.409173500994)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/550da787df861c2f469cacd5/report.jpg
4594073,3/21/15 10:14,,3/21/15 10:14,Open,DPW Ops Queue,Graffiti Private Property,Not_Offensive Graffiti on Private Property,Building_other - Not_Offensive,"755 JACKSON ST, SAN FRANCISCO, CA, 94133",3,Chinatown,"(37.795769281691, -122.407527879289)",Integrated Agency,
4594071,3/21/15 10:14,,3/21/15 10:14,Open,DPW Ops Queue,Graffiti Private Property,Not_Offensive Graffiti on Private Property,Building_other - Not_Offensive,"1070 PACIFIC AVE, SAN FRANCISCO, CA, 94133",3,Nob Hill,"(37.796297732404, -122.412882363693)",Integrated Agency,
4594070,3/21/15 10:14,,3/21/15 10:14,Open,DPW Ops Queue,Graffiti Private Property,Not_Offensive Graffiti on Private Property,Building_other - Not_Offensive,"751 JACKSON ST, SAN FRANCISCO, CA, 94133",3,Chinatown,"(37.795769281691, -122.407527879289)",Integrated Agency,
4594069,3/21/15 10:14,,3/21/15 10:14,Open,DPW Ops Queue,Graffiti Private Property,Not_Offensive Graffiti on Private Property,Building_other - Not_Offensive,"1038 PACIFIC AVE, SAN FRANCISCO, CA, 94133",3,Nob Hill,"(37.796289454187, -122.412363161642)",Integrated Agency,
4594068,3/21/15 10:14,,3/21/15 10:14,Open,DPW Ops Queue,Graffiti Private Property,Not_Offensive Graffiti on Private Property,Building_other - Not_Offensive,"1000 GRANT AVE, SAN FRANCISCO, CA, 94133",3,Chinatown,"(37.796199196799, -122.406571783186)",Integrated Agency,
4594067,3/21/15 10:14,,3/21/15 10:14,Open,DPW Ops Queue,Graffiti Private Property,Not_Offensive Graffiti on Private Property,Building_other - Not_Offensive,"1040 PACIFIC AVE, SAN FRANCISCO, CA, 94133",3,Nob Hill,"(37.796311920871, -122.412429267659)",Integrated Agency,
4594066,3/21/15 10:14,,3/21/15 10:14,Open,DPW Ops Queue,Graffiti Private Property,Not_Offensive Graffiti on Private Property,Building_other - Not_Offensive,"1720 POLK ST, SAN FRANCISCO, CA, 94109",3,Nob Hill,"(37.792748593107, -122.420967885559)",Integrated Agency,
4594064,3/21/15 10:13,,3/23/15 9:00,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Hazardous Materials,Human Waste,"3638 18TH ST, SAN FRANCISCO, CA, 94110",8,Mission,"(37.761610750382, -122.424710594986)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/550da6addf861c2f469cacab/photo_20150321_101231.jpg
4594061,3/21/15 10:10,,3/21/15 14:11,Open,RPD Public Affairs Queue,Rec and Park Requests,Park - Neighborhood_Services_Area,Trash_Dumping,"Bernal Heights Park, , SAN FRANCISCO, CA, 94110",9,Bernal Heights,"(37.743132113, -122.4142522)",Voice In,
4594059,3/21/15 10:10,,3/22/15 5:30,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Hazardous Materials,Human Waste,"850 VAN NESS AVE, SAN FRANCISCO, CA, 94109",6,Downtown/Civic Center,"(37.783641800058, -122.420711710299)",Voice In,
4594057,3/21/15 10:10,,3/23/15 12:00,Open,DPW BSM Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,News_rack - Not_Offensive,"590 GUERRERO ST, SAN FRANCISCO, CA, 94110",8,Mission,"(37.761649943, -122.42398684)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/550da5fddf861c2f469cac96/photo_20150321_100956.jpg
4594056,3/21/15 10:09,,3/21/15 10:09,Open,DPW BSM Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,News_rack - Not_Offensive,Intersection of 18TH ST and GUERRERO ST,8,Mission,"(37.7615656185267, -122.423800580903)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/550da5d1df861c2f469cac8c/photo_20150321_100911.jpg
4594055,3/21/15 10:08,,3/21/15 10:08,Open,DPW Ops Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,Fire_Police_Callbox - Not_Offensive,"590 GUERRERO ST, SAN FRANCISCO, CA, 94110",8,Mission,"(37.761649943, -122.42398684)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/550da5a1df861c2f469cac81/photo_20150321_100821.jpg
4594035,3/21/15 10:01,,3/25/15 7:09,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Hazardous Materials,Human Waste,"6350 GEARY BLVD, SAN FRANCISCO, CA, 94121",1,Outer Richmond,"(37.780135445851, -122.487781769584)",Web Self Service,
4594007,3/21/15 9:51,,3/23/15 12:00,Open,DPW BSM Queue,Damaged Property,Damaged News_Rack,News_Rack,Intersection of 18TH ST and MISSION ST,9,Mission,"(37.7618358043403, -122.419359315196)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/550da19edf861c2f469cabed/photo_20150321_095053.jpg
4594001,3/21/15 9:50,,4/10/15 10:30,Open,DPW BSM Queue,Graffiti Public Property,Offensive Graffiti on Public Property,News_rack - Offensive,Intersection of 18TH ST and MISSION ST,9,Mission,"(37.7618358043403, -122.419359315196)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/550da155df861c2f469cabe3/photo_20150321_095012.jpg
4594000,3/21/15 9:50,,3/22/15 12:00,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Hazardous Materials,Human Waste,Intersection of LAFAYETTE ST and NATOMA ST,6,South of Market,"(37.7728165955164, -122.416912677568)",Voice In,
4593982,3/21/15 9:47,,3/22/15 1:00,Open,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"919 VERMONT ST, SAN FRANCISCO, CA, 94107",10,Potrero Hill,"(37.758062532533, -122.403689697838)",Voice In,
4593954,3/21/15 9:39,,3/22/15 9:00,Open,DPW Ops Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Pole - Offensive,Intersection of 19TH ST and CAPP ST,9,Mission,"(37.7603009794387, -122.418118004294)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/550d9ec2df861c2f469cab89/photo_20150321_093905.jpg
4593928,3/21/15 9:30,,3/22/15 10:48,Open,PUC Sewer Ops,Sewer Issues,Sewage_back_up,Sewage_back_up Outofsewervent4inch,"99 JERSEY ST, SAN FRANCISCO, CA, 94114",8,Noe Valley,"(37.750797055149, -122.427029660164)",Web Self Service,
4593907,3/21/15 9:24,,3/21/15 9:24,Open,DPW Ops Queue,Graffiti Private Property,Offensive Graffiti on Private Property,Sidewalk_in_front_of_property - Offensive,"2616 25TH ST, SAN FRANCISCO, CA, 94110",10,Mission,"(37.752040438, -122.404789728)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/550d9b33df861c2f469caafc/photo_20150321_092327.jpg
4593856,3/21/15 9:09,,3/21/15 9:09,Open,DPW Ops Queue,Graffiti Private Property,Not_Offensive Graffiti on Private Property,Building_other - Not_Offensive,"1563 MISSION ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.773117936778, -122.418174198268)",Integrated Agency,
4593855,3/21/15 9:09,,3/21/15 9:09,Open,DPW Ops Queue,Graffiti Private Property,Not_Offensive Graffiti on Private Property,Building_other - Not_Offensive,"1330 HOWARD ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.774677826925, -122.413845133958)",Integrated Agency,
4593854,3/21/15 9:09,,3/21/15 9:09,Open,DPW Ops Queue,Graffiti Private Property,Not_Offensive Graffiti on Private Property,Building_other - Not_Offensive,"820 POST ST, SAN FRANCISCO, CA, 94109",3,Downtown/Civic Center,"(37.787507829922, -122.415437073687)",Integrated Agency,
4593828,3/21/15 9:02,,3/21/15 9:02,Open,DPW Ops Queue,Graffiti Private Property,Offensive Graffiti on Private Property,Building_residential - Offensive,"1321 DE HARO ST, SAN FRANCISCO, CA, 94107",10,Potrero Hill,"(37.753136294, -122.400171517)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/550d95f9df861c2f469caa9a/photo_20150321_090107.jpg
4593825,3/21/15 9:00,,3/23/15 3:24,Open,DPW Ops Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Street - Offensive,Intersection of CAROLINA ST and CORAL RD,10,Potrero Hill,"(37.7538631183385, -122.399523772131)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/550d9584df861c2f469caa90/photo_20150321_085936.jpg
4593815,3/21/15 8:56,,3/23/15 12:00,Open,DPW - Bureau of Street Use and Mapping - G,General Requests,dpw - bsm - customer_callback,dpw - bsm - customer_callback,Intersection of 26TH AVE and LAWTON ST,4,Outer Sunset,"(37.7576365350238, -122.484234572604)",Voice In,
4593807,3/21/15 8:52,,3/23/15 3:24,Open,DPW Ops Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Street - Offensive,Intersection of CAROLINA ST and CORAL RD,10,Potrero Hill,"(37.7538631183385, -122.399523772131)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/550d93c8df861c2f469caa70/photo_20150321_085157.jpg
4593800,3/21/15 8:48,,3/23/15 3:24,Open,DPW Ops Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Street - Offensive,Intersection of 23RD ST and CAROLINA ST,10,Potrero Hill,"(37.754682364103, -122.399738116672)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/550d92c3df861c2f469caa5c/photo_20150321_084738.jpg
4593796,3/21/15 8:47,,3/23/15 14:47,Open,SFMTA - Temporary Sign Request Payment Received Queue,Temporary Sign Request,Temporary Sign Request for Moving_residential_property,50 ft zone requested from 04/04/2015 to 04/04/2015,"381 MANGELS AVE, SAN FRANCISCO, CA, 94127",7,Outer Mission,"(37.732986804307, -122.446171977742)",Voice In,
4593775,3/21/15 8:38,,3/21/15 8:38,Open,DPW BSM Queue,Sidewalk or Curb,Damaged_Side_Sewer_Vent_Cover,Damaged_Side_Sewer_Vent_Cover,"368 CORBETT AVE, SAN FRANCISCO, CA, 94114",8,Castro/Upper Market,"(37.759555580317, -122.445879015006)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/550d904cdf861c2f469caa10/report.jpg
4593771,3/21/15 8:36,,3/30/15 12:00,Open,DPW BSM Queue,Graffiti Private Property,Offensive Graffiti on Private Property,Building_commercial - Offensive,"480 POTRERO AVE, SAN FRANCISCO, CA, 94110",10,Mission,"(37.763487177168, -122.407510768644)",Voice In,
4593712,3/21/15 8:00,,3/22/15 9:00,Open,DPW Ops Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,Sidewalk_structure - Not_Offensive,Intersection of CASTRO ST and DUBOCE AVE,8,Western Addition,"(37.7690584519832, -122.435794296012)",Web Self Service,
4593709,3/21/15 7:57,,3/24/15 3:08,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Hazardous Materials,Human Waste,Intersection of 14TH ST and VALENCIA ST,8,Mission,"(37.7681395856183, -122.422199137264)",Voice In,
4593696,3/21/15 7:43,,3/21/15 7:57,Open,DPW BSM Queue,Sidewalk or Curb,Sidewalk_Defect,Collapsed_sidewalk,Intersection of ESMERALDA AVE and LUNDYS LN,9,Bernal Heights,"(37.7438254544201, -122.418911730368)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/550d83a4df861c2f469ca984/147925.jpg
4593695,3/21/15 7:43,,3/22/15 5:26,Open,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,Intersection of EDDY ST and JONES ST,6,Downtown/Civic Center,"(37.7839325967532, -122.41259531556)",Voice In,
4593636,3/21/15 6:41,,3/25/15 12:00,Open,DPW BSM Queue,Blocked Street or SideWalk,Blocked_Sidewalk,Cafe_table_and_chairs blocking sidewalk,"717 RUSSIA AVE, SAN FRANCISCO, CA, 94112",11,Excelsior,"(37.718943591, -122.431374433)",Open311,
4593629,3/21/15 6:32,,3/21/15 6:33,Open,311 HA SR Queue,SFHA Requests,SFHA Priority - Urgent,Carpenters,"2451 SACRAMENTO ST, Apt 906, SAN FRANCISCO, CA, 94115",2,Pacific Heights,"(37.789659279457, -122.433285782317)",Voice In,
4593557,3/20/15 23:07,,3/23/15 13:45,Open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of 9TH TI ST and AVENUE OF THE PALMS,6,Treasure Island/YBI,"(37.8226296581949, -122.376153162181)",Open311,
4593517,3/20/15 22:22,,3/20/15 22:26,Open,DPH - Environmental Health - G,General Requests,dph - environmental_health - request_for_service,dph - environmental_health - request_for_service,"931 LARKIN ST, SAN FRANCISCO, CA, 94109",6,Downtown/Civic Center,"(37.786677164976, -122.418339682558)",Voice In,
4593434,3/20/15 20:13,,3/21/15 4:35,Open,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"501 DOLORES ST, SAN FRANCISCO, CA, 94110",8,Mission,"(37.761334060098, -122.425817092448)",Voice In,
4593420,3/20/15 20:08,,3/20/15 20:09,Open,DPW Ops Queue,Litter Receptacles,Toters_left_out_24x7,N/A,"2213 FILLMORE ST, SAN FRANCISCO, CA, 94115",2,Pacific Heights,"(37.79009112044, -122.434254895771)",Voice In,
4593369,3/20/15 19:41,,3/20/15 19:43,Open,311 HA SR Queue,SFHA Requests,SFHA Priority - Emergency,Carpenters,"13 WILLS ST, SAN FRANCISCO, CA, 94124",10,Bayview,"(37.735432885736, -122.378505670504)",Voice In,
4593352,3/20/15 19:32,,3/21/15 12:55,Open,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"3521 CLEMENT ST, SAN FRANCISCO, CA, 94121",1,Outer Richmond,"(37.781315624791, -122.49720142799)",Open311,
4593319,3/20/15 19:13,,3/22/15 9:00,Open,DPW Ops Queue,Illegal Postings,Illegal Postings - Posted_on_Historic_Street_Light,,"2341 MARKET ST, SAN FRANCISCO, CA, 94114",8,Castro/Upper Market,"(37.763451327933, -122.433838144105)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/550cd3afdf861c2f469ca8ad/report.jpg
4593310,3/20/15 19:07,,3/21/15 4:25,Open,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"15 PROSPER ST, SAN FRANCISCO, CA, 94114",8,Castro/Upper Market,"(37.764166174515, -122.431592849056)",Voice In,
4593309,3/20/15 19:06,,3/20/15 19:07,Open,311 HA SR Queue,SFHA Requests,SFHA Priority - Emergency,Carpenters,"1855 15TH ST, Apt 504, SAN FRANCISCO, CA, 94103",8,Mission,"(37.766203794187, -122.425639974074)",Voice In,
4593306,3/20/15 19:05,,3/21/15 1:15,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Hazardous Materials,Human Waste,Intersection of 13TH ST and FOLSOM ST,6,Mission,"(37.7695911772607, -122.415577110949)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/550cd1e2df861c2f469ca88a/report.jpg
4593292,3/20/15 18:58,,3/21/15 1:00,Open,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"50 13TH ST, SAN FRANCISCO, CA, 94103",6,Mission,"(37.769714458413, -122.414313106044)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/550cd048df861c2f469ca86c/report.jpg
4593288,3/20/15 18:55,,3/30/15 7:47,Open,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Motorcycle,Black - BMW - n/a - 2OF1163,"2 ARROYO WAY, SAN FRANCISCO, CA, 94127",7,West of Twin Peaks,"(37.740055061353, -122.446479053524)",Voice In,
4593262,3/20/15 18:32,,3/25/15 12:00,Open,DPW BSM Queue,Sidewalk or Curb,Missing_Side_Sewer_Vent_Cover,Missing_Side_Sewer_Vent_Cover,"901 GENEVA AVE, SAN FRANCISCO, CA, 94112",11,Outer Mission,"(37.716434971464, -122.44065510779)",Voice In,
4593257,3/20/15 18:31,,4/10/15 12:00,Open,DPW BSM Queue,Sidewalk or Curb,Missing_Side_Sewer_Vent_Cover,Missing_Side_Sewer_Vent_Cover,"4483 MISSION ST, SAN FRANCISCO, CA, 94112",11,Excelsior,"(37.726443469901, -122.43325618811)",Voice In,
4593248,3/20/15 18:26,,3/21/15 11:50,Open,RPD Park Service Area 1 Queue,Rec and Park Requests,Park - Neighborhood_Services_Area,Other,"Lafayette Park, , SAN FRANCISCO, CA, 94109",2,Pacific Heights,"(37.791549581, -122.4276708)",Web Self Service,
4593247,3/20/15 18:25,,4/10/15 1:15,Open,DPW BSM Queue,Sidewalk or Curb,Missing_Side_Sewer_Vent_Cover,Missing_Side_Sewer_Vent_Cover,"5125 MISSION ST, SAN FRANCISCO, CA, 94112",11,Outer Mission,"(37.716780889988, -122.440565439222)",Voice In,
4593245,3/20/15 18:25,,3/21/15 12:52,Open,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,Intersection of OAK ST and SCOTT ST,5,Western Addition,"(37.7733457377686, -122.435751345092)",Open311,https://community.citysourced.com/report/147901/street-or-sidewalk-cleaning
4593231,3/20/15 18:20,,3/22/15 3:25,Open,DPW Ops Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,Sidewalk_structure - Not_Offensive,Intersection of FRANCE AVE and MISSION ST,11,Excelsior,"(37.7200154759567, -122.438329268192)",Voice In,
4593214,3/20/15 18:13,,3/20/15 18:16,Open,DPW BSM Queue,Sidewalk or Curb,Sidewalk_Defect,Collapsed_sidewalk,"349 SILVER AVE, SAN FRANCISCO, CA, 94112",11,Excelsior,"(37.728634996929, -122.429675216873)",Voice In,
4593199,3/20/15 18:08,,3/21/15 1:15,Open,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,Intersection of 15TH ST and WIESE ST,9,Mission,"(37.766624564128, -122.42063775083)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/550cc470df861c2f469ca7f3/photo_20150320_180608.jpg
4593196,3/20/15 18:07,,3/21/15 3:00,Open,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"3921 19TH ST, SAN FRANCISCO, CA, 94114",8,Castro/Upper Market,"(37.759406683947, -122.430954714084)",Voice In,
4593166,3/20/15 17:57,,3/21/15 1:15,Open,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"100 JULIAN AVE, SAN FRANCISCO, CA, 94103",9,Mission,"(37.766383925003, -122.42115752005)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/550cc1e2df861c2f469ca7db/photo_20150320_175636.jpg
4593148,3/20/15 17:51,,3/22/15 9:00,Open,DPW Ops Queue,Graffiti Private Property,Offensive Graffiti on Private Property,Sidewalk_in_front_of_property - Offensive,"2440 MISSION ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.758000786172, -122.419044683392)",Voice In,
4593105,3/20/15 17:38,,3/25/15 14:53,Open,SFMTA - Temporary Sign Request Payment Received Queue,Temporary Sign Request,Temporary Sign Request for Moving_commercial_property,60 ft zone requested from 04/06/2015 to 04/06/2015,"1452 VALENCIA ST, SAN FRANCISCO, CA, 94110",8,Mission,"(37.749617466289, -122.420581895371)",Voice In,
4593096,3/20/15 17:33,,3/25/15 14:52,Open,SFMTA - Temporary Sign Request Payment Received Queue,Temporary Sign Request,Temporary Sign Request for Moving_commercial_property,100 ft zone requested from 04/06/2015 to 04/06/2015,"3726 CESAR CHAVEZ ST, SAN FRANCISCO, CA, 94110",8,Mission,"(37.747983074551, -122.423124046079)",Voice In,
4593065,3/20/15 17:22,,3/21/15 1:13,Open,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,Intersection of LEXINGTON ST and SYCAMORE ST,9,Mission,"(37.762624880572, -122.420900764423)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/550cb99edf861c2f469ca739/photo_20150320_172143.jpg
4593060,3/20/15 17:20,,3/22/15 22:40,Open,Mayors Office of Neighborhood Services - G,General Requests,mons - mons - complaint,mons - mons - complaint,"2931 MARKET ST, SAN FRANCISCO, CA, 94114",8,Castro/Upper Market,"(37.760999295943, -122.44048805849)",Voice In,
4593046,3/20/15 17:15,,3/22/15 5:34,Open,DPW Ops Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,Signal_box - Not_Offensive,Intersection of 17TH ST and DOLORES ST,8,Castro/Upper Market,"(37.7630307317627, -122.426228432695)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/550cb821df861c2f469ca6db/report.jpg
4593032,3/20/15 17:10,,3/20/15 17:10,Open,DPW BSM Queue,Sidewalk or Curb,Missing_Side_Sewer_Vent_Cover,Missing_Side_Sewer_Vent_Cover,"2796 MISSION ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.75231394586, -122.418521574269)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/550cb700df861c2f469ca6ba/photo_20150320_170853.jpg
4593029,3/20/15 17:08,,3/20/15 17:08,Open,DPW Ops Queue,Graffiti Private Property,Not_Offensive Graffiti on Private Property,Building_other - Not_Offensive,"1192 ALABAMA ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.752854837112, -122.411135562207)",Integrated Agency,
4593026,3/20/15 17:05,,4/6/15 8:27,Open,DPW BSM Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,News_rack - Not_Offensive,Intersection of HARRISON ST and MAIN ST,6,South of Market,"(37.7881344814984, -122.390319455621)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/550cb5cddf861c2f469ca6a2/photo_20150320_170459.jpg
